Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,Pathway,UP or DOWN
MP:0010865 prenatal growth retardation,Mar-17,0.0181384,0.473821013,0,0,6.176865672,24.76752517,TCOF1;CENPJ;IGF2,MGI_Mammalian_Phenotype_Level_4_2108,DOWN
MP:0000248 macrocytosis,Mar-17,0.0181384,0.473821013,0,0,6.176865672,24.76752517,SCARB1;KCNN4;TSPAN33,MGI_Mammalian_Phenotype_Level_4_2109,DOWN
MP:0001968 abnormal touch/ nociception,Mar-17,0.0181384,0.473821013,0,0,6.176865672,24.76752517,PSTPIP2;OPRM1;TACR1,MGI_Mammalian_Phenotype_Level_4_2110,DOWN
MP:0003945 abnormal lymphocyte physiology,May-46,0.0186831,0.473821013,0,0,3.520885059,14.01360122,S1PR1;BCL2;NFATC1;ITGAL;H2-AB1,MGI_Mammalian_Phenotype_Level_4_2111,DOWN
MP:0000693 spleen hyperplasia,Jul-81,0.01922707,0.473821013,0,0,2.734579174,10.80551471,IL10;TRAP1;KLF13;PTPRC;LCN2;ITGAL;FLI1,MGI_Mammalian_Phenotype_Level_4_2112,DOWN
MP:0004993 decreased bone resorption,Apr-31,0.0194431,0.473821013,0,0,4.273930133,16.84040952,SPP1;TNFSF11;ADRB2;AGER,MGI_Mammalian_Phenotype_Level_4_2113,DOWN
MP:0002499 chronic inflammation,Apr-31,0.0194431,0.473821013,0,0,4.273930133,16.84040952,IL10;PSTPIP2;NLRP3;LIPA,MGI_Mammalian_Phenotype_Level_4_2114,DOWN
MP:0003957 abnormal nitric oxide homeostasis,Apr-31,0.0194431,0.473821013,0,0,4.273930133,16.84040952,IL10;P2RX4;PECAM1;SNTA1,MGI_Mammalian_Phenotype_Level_4_2115,DOWN
MP:0001844 autoimmune response,Apr-31,0.0194431,0.473821013,0,0,4.273930133,16.84040952,PSTPIP2;LCP2;CD22;H2-AB1,MGI_Mammalian_Phenotype_Level_4_2116,DOWN
MP:0009278 abnormal bone marrow cell physiology,Apr-31,0.0194431,0.473821013,0,0,4.273930133,16.84040952,FLT3;ZBTB16;NLRP3;OPRM1,MGI_Mammalian_Phenotype_Level_4_2117,DOWN
MP:0005025 abnormal response to infection,Jul-82,0.02043329,0.473821013,0,0,2.697977978,10.49672612,IL10;PTPRC;EFHD2;SPP1;NLRP3;CD36;HCST,MGI_Mammalian_Phenotype_Level_4_2118,DOWN
MP:0002875 decreased erythrocyte cell number,13/204,0.02095722,0.473821013,0,0,1.973409488,7.627764822,IL10;PANK3;KLF13;SLC20A1;TMPRSS6;TRF;KNSTRN;TSPAN33;DHFR;CDK6;PSTPIP2;MDM2;NLRP3,MGI_Mammalian_Phenotype_Level_4_2119,DOWN
MP:0005017 decreased B cell number,15/248,0.02112706,0.473821013,0,0,1.868126851,7.205739974,HELLS;CD72;FLT3;RGS13;ARID3A;MEFV;ITGAL;FLI1;PTPRC;RAC2;BCL2;S1PR1;HCLS1;CD22;MYO1G,MGI_Mammalian_Phenotype_Level_4_2120,DOWN
MP:0005638 hemochromatosis,02-Jul,0.02121869,0.473821013,0,0,11.51833085,44.37866246,TRF;B2M,MGI_Mammalian_Phenotype_Level_4_2121,DOWN
MP:0011805 decreased cell migration,02-Jul,0.02121869,0.473821013,0,0,11.51833085,44.37866246,SOX10;CD22,MGI_Mammalian_Phenotype_Level_4_2122,DOWN
MP:0008119 decreased Langerhans cell number,02-Jul,0.02121869,0.473821013,0,0,11.51833085,44.37866246,IL34;TNFSF11,MGI_Mammalian_Phenotype_Level_4_2123,DOWN
MP:0010136 decreased DN4 thymocyte number,02-Jul,0.02121869,0.473821013,0,0,11.51833085,44.37866246,CDK6;PTPRC,MGI_Mammalian_Phenotype_Level_4_2124,DOWN
MP:0009051 dilated distal convoluted tubules,02-Jul,0.02121869,0.473821013,0,0,11.51833085,44.37866246,HSD11B2;BCL2,MGI_Mammalian_Phenotype_Level_4_2125,DOWN
MP:0011498 abnormal glomerular capsule parietal layer morphology,02-Jul,0.02121869,0.473821013,0,0,11.51833085,44.37866246,BCL2;FAM20C,MGI_Mammalian_Phenotype_Level_4_2126,DOWN
MP:0009433 polyovular ovarian follicle,02-Jul,0.02121869,0.473821013,0,0,11.51833085,44.37866246,CAMK4;IRS2,MGI_Mammalian_Phenotype_Level_4_2127,DOWN
MP:0009776 decreased behavioral withdrawal response,02-Jul,0.02121869,0.473821013,0,0,11.51833085,44.37866246,CALCA;OPRM1,MGI_Mammalian_Phenotype_Level_4_2128,DOWN
MP:0002148 abnormal hypersensitivity reaction,02-Jul,0.02121869,0.473821013,0,0,11.51833085,44.37866246,IL10;CCRL2,MGI_Mammalian_Phenotype_Level_4_2129,DOWN
MP:0008091 decreased T-helper 2 cell number,02-Jul,0.02121869,0.473821013,0,0,11.51833085,44.37866246,EBI3;CHIL1,MGI_Mammalian_Phenotype_Level_4_2130,DOWN
MP:0001825 arrested T cell differentiation,Apr-32,0.02164517,0.474864626,0,0,4.121076233,15.79597391,CD83;PTPRC;TNFSF11;LCP2,MGI_Mammalian_Phenotype_Level_4_2131,DOWN
MP:0008217 abnormal B cell activation,Apr-32,0.02164517,0.474864626,0,0,4.121076233,15.79597391,CD72;PTPRC;BCL2;CD22,MGI_Mammalian_Phenotype_Level_4_2132,DOWN
MP:0005070 impaired natural killer cell mediated cytotoxicity,Jun-65,0.02188482,0.475947353,0,0,2.937717582,11.22784448,FOXQ1;FCGR3;RAC2;LCP2;ITGAL;HCST,MGI_Mammalian_Phenotype_Level_4_2133,DOWN
MP:0004985 decreased osteoclast cell number,May-48,0.0221031,0.47655053,0,0,3.356774822,12.79615069,CAMK4;SPP1;TNFSF11;AGER;HCST,MGI_Mammalian_Phenotype_Level_4_2134,DOWN
MP:0009355 increased liver triglyceride level,Jul-84,0.02300182,0.491688497,0,0,2.627627628,9.911889364,IL10;C1QTNF1;LCN2;NLRP3;CD36;LPIN1;LIPA,MGI_Mammalian_Phenotype_Level_4_2135,DOWN
MP:0004982 abnormal osteoclast morphology,May-50,0.02590519,0.534423421,0,0,3.207252162,11.71709325,PTPRC;OCSTAMP;LIF;ADRB2;FOSL2,MGI_Mammalian_Phenotype_Level_4_2136,DOWN
MP:0008700 decreased interleukin-4 secretion,Jun-68,0.02667903,0.534423421,0,0,2.795134691,10.12922504,CCRL2;EBI3;CHIL1;TNFSF11;NFATC1;B2M,MGI_Mammalian_Phenotype_Level_4_2137,DOWN
MP:0000032 cochlear degeneration,02-Aug,0.02766778,0.534423421,0,0,9.59811227,34.4331005,SLC4A7;ATP2B2,MGI_Mammalian_Phenotype_Level_4_2138,DOWN
MP:0006294 absent optic vesicle,02-Aug,0.02766778,0.534423421,0,0,9.59811227,34.4331005,TCOF1;FOLR1,MGI_Mammalian_Phenotype_Level_4_2139,DOWN
MP:0008599 increased circulating interleukin-2 level,02-Aug,0.02766778,0.534423421,0,0,9.59811227,34.4331005,IL10;ITGAL,MGI_Mammalian_Phenotype_Level_4_2140,DOWN
MP:0010133 increased DN3 thymocyte number,02-Aug,0.02766778,0.534423421,0,0,9.59811227,34.4331005,CDK6;PTPRC,MGI_Mammalian_Phenotype_Level_4_2141,DOWN
MP:0004419 absent parietal bone,02-Aug,0.02766778,0.534423421,0,0,9.59811227,34.4331005,HHAT;TCOF1,MGI_Mammalian_Phenotype_Level_4_2142,DOWN
MP:0003918 decreased kidney weight,May-51,0.02795336,0.534423421,0,0,3.137366571,11.2230433,IGF2;BCL2;MDM2;TKT;GLIS2,MGI_Mammalian_Phenotype_Level_4_2143,DOWN
MP:0005092 decreased double-positive T cell number,8/107,0.0280031,0.534423421,0,0,2.336507937,8.354043774,CDK6;PTPRC;CD8A;BCL2;MDM2;DNMT3B;NFATC1;LCP2,MGI_Mammalian_Phenotype_Level_4_2144,DOWN
MP:0008483 increased spleen germinal center size,Mar-20,0.02823049,0.534423421,0,0,5.086040386,18.14370028,BECN1;RGS13;EFHD2,MGI_Mammalian_Phenotype_Level_4_2145,DOWN
MP:0005666 abnormal adipose tissue physiology,Mar-20,0.02823049,0.534423421,0,0,5.086040386,18.14370028,ACADVL;PLIN2;CD36,MGI_Mammalian_Phenotype_Level_4_2146,DOWN
MP:0003850 abnormal thymocyte activation,Mar-20,0.02823049,0.534423421,0,0,5.086040386,18.14370028,CDK6;PTPRC;LCP2,MGI_Mammalian_Phenotype_Level_4_2147,DOWN
MP:0000714 increased thymocyte number,Mar-20,0.02823049,0.534423421,0,0,5.086040386,18.14370028,DUSP5;KLF13;CDK6,MGI_Mammalian_Phenotype_Level_4_2148,DOWN
MP:0004773 abnormal bile composition,Mar-20,0.02823049,0.534423421,0,0,5.086040386,18.14370028,STARD4;SOAT2;JCHAIN,MGI_Mammalian_Phenotype_Level_4_2149,DOWN
MP:0002408 abnormal double-positive T cell morphology,Mar-20,0.02823049,0.534423421,0,0,5.086040386,18.14370028,PTPRC;CD8A;LCP2,MGI_Mammalian_Phenotype_Level_4_2150,DOWN
MP:0006144 increased systemic arterial systolic blood pressure,Jun-69,0.02841996,0.534423421,0,0,2.750624688,9.794049295,KCNK6;SCNN1B;P2RY14;IRS2;KCNN4;CORIN,MGI_Mammalian_Phenotype_Level_4_2151,DOWN
MP:0005597 decreased susceptibility to type I hypersensitivity reaction,Apr-35,0.02913701,0.543818407,0,0,3.721683784,13.15892866,FCGR3;PTPRC;CCRL2;ALOX5AP,MGI_Mammalian_Phenotype_Level_4_2152,DOWN
MP:0002270 abnormal pulmonary alveolus morphology,8/108,0.0293889,0.544456502,0,0,2.313022556,8.158350628,PDGFRA;HCK;LYZ2;DOK7;CSF2RB;HIF3A;LIPA;TNS3,MGI_Mammalian_Phenotype_Level_4_2153,DOWN
MP:0000220 increased monocyte cell number,9/129,0.03035499,0.557991845,0,0,2.169465361,7.581835403,H2-EB1;PRKAA2;FLT3;LCN2;NLRP3;MEFV;ITGAL;TSPAN33;CLEC4G,MGI_Mammalian_Phenotype_Level_4_2154,DOWN
MP:0002376 abnormal dendritic cell physiology,8/109,0.03082119,0.557991845,0,0,2.290002233,7.968183469,CX3CR1;CLN3;ST6GAL1;RHBDD3;FLT3;CHIL1;NLRP3;H2-AB1,MGI_Mammalian_Phenotype_Level_4_2155,DOWN
MP:0005281 increased fatty acid level,Apr-36,0.03193476,0.557991845,0,0,3.60519432,12.41650653,IL10;FABP3;CD36;LPIN1,MGI_Mammalian_Phenotype_Level_4_2156,DOWN
MP:0005439 decreased glycogen level,Apr-36,0.03193476,0.557991845,0,0,3.60519432,12.41650653,ACADVL;PRKAA2;IRS2;CD36,MGI_Mammalian_Phenotype_Level_4_2157,DOWN
MP:0002971 abnormal brown adipose tissue morphology,Apr-36,0.03193476,0.557991845,0,0,3.60519432,12.41650653,ACADVL;FABP3;LPIN1;LIPA,MGI_Mammalian_Phenotype_Level_4_2158,DOWN
MP:0008813 decreased common myeloid progenitor cell number,Apr-36,0.03193476,0.557991845,0,0,3.60519432,12.41650653,DHFR;SLC20A1;LIF;ARID3A,MGI_Mammalian_Phenotype_Level_4_2159,DOWN
MP:0003944 abnormal T cell subpopulation ratio,Apr-36,0.03193476,0.557991845,0,0,3.60519432,12.41650653,PTPRC;ITGAD;CD8A;LCP2,MGI_Mammalian_Phenotype_Level_4_2160,DOWN
MP:0002950 abnormal neural crest cell migration,Mar-21,0.0321327,0.557991845,0,0,4.803233831,16.51294642,TCOF1;SOX10;FOLR1,MGI_Mammalian_Phenotype_Level_4_2161,DOWN
MP:0001663 abnormal digestive system physiology,May-53,0.03235059,0.557991845,0,0,3.006331088,10.3150921,CAR2;SCNN1B;NLRP3;KCNN4;SOX10,MGI_Mammalian_Phenotype_Level_4_2162,DOWN
MP:0011049 impaired adaptive thermogenesis,May-53,0.03235059,0.557991845,0,0,3.006331088,10.3150921,IL10;ACADVL;FABP3;LCN2;CD36,MGI_Mammalian_Phenotype_Level_4_2163,DOWN
MP:0000558 abnormal tibia morphology,May-54,0.03470187,0.562879397,0,0,2.944824636,9.897442616,HELLS;CST10;ZBTB16;CENPJ;IGF2,MGI_Mammalian_Phenotype_Level_4_2164,DOWN
MP:0004383 absent interparietal bone,02-Sep,0.03479079,0.562879397,0,0,8.226527571,27.62799108,HHAT;TCOF1,MGI_Mammalian_Phenotype_Level_4_2165,DOWN
MP:0004217 salt-sensitive hypertension,02-Sep,0.03479079,0.562879397,0,0,8.226527571,27.62799108,SCNN1B;CORIN,MGI_Mammalian_Phenotype_Level_4_2166,DOWN
MP:0008743 decreased liver iron level,02-Sep,0.03479079,0.562879397,0,0,8.226527571,27.62799108,FTL1;TMPRSS6,MGI_Mammalian_Phenotype_Level_4_2167,DOWN
MP:0003017 decreased circulating bicarbonate level,02-Sep,0.03479079,0.562879397,0,0,8.226527571,27.62799108,CAR2;WNK4,MGI_Mammalian_Phenotype_Level_4_2168,DOWN
MP:0001025 abnormal sympathetic neuron morphology,02-Sep,0.03479079,0.562879397,0,0,8.226527571,27.62799108,BCL2;SOX10,MGI_Mammalian_Phenotype_Level_4_2169,DOWN
MP:0002414 abnormal myeloblast morphology/development,02-Sep,0.03479079,0.562879397,0,0,8.226527571,27.62799108,CSF3R;CSF2RB,MGI_Mammalian_Phenotype_Level_4_2170,DOWN
MP:0008101 lymph node hypoplasia,Apr-37,0.03488457,0.562879397,0,0,3.495764823,11.73077543,IL34;CCRL2;LCP2;CYTIP,MGI_Mammalian_Phenotype_Level_4_2171,DOWN
MP:0002455 abnormal dendritic cell antigen presentation,Apr-37,0.03488457,0.562879397,0,0,3.495764823,11.73077543,RAB43;FCGR3;FLT3;H2-AB1,MGI_Mammalian_Phenotype_Level_4_2172,DOWN
MP:0005605 increased bone mass,Apr-37,0.03488457,0.562879397,0,0,3.495764823,11.73077543,TNFSF11;PLEKHO1;ADRB2;AGER,MGI_Mammalian_Phenotype_Level_4_2173,DOWN
MP:0005571 decreased lactate dehydrogenase level,Mar-22,0.03630104,0.574613303,0,0,4.550196386,15.0880366,FTO;PCMT1;NLRP3,MGI_Mammalian_Phenotype_Level_4_2174,DOWN
MP:0000953 abnormal oligodendrocyte morphology,Mar-22,0.03630104,0.574613303,0,0,4.550196386,15.0880366,PDGFRA;PTPRC;TENM4,MGI_Mammalian_Phenotype_Level_4_2175,DOWN
MP:0008536 enlarged third ventricle,Mar-22,0.03630104,0.574613303,0,0,4.550196386,15.0880366,SH3PXD2A;MAP1B;MYO9A,MGI_Mammalian_Phenotype_Level_4_2176,DOWN
MP:0011380 enlarged brain ventricles,May-55,0.03715622,0.575792063,0,0,2.885778443,9.501783922,VAC14;TUBB2B;MARCKSL1;RPS6KA5;LZTFL1,MGI_Mammalian_Phenotype_Level_4_2177,DOWN
MP:0002451 abnormal macrophage physiology,12/199,0.03728565,0.575792063,0,0,1.858147192,6.111718783,ADGRE1;HCK;CLN3;MARCKSL1;P2RX4;ITGAD;FLT3;SPP1;LY96;NLRP3;CD36;LCP1,MGI_Mammalian_Phenotype_Level_4_2178,DOWN
MP:0008877 abnormal DNA methylation,Apr-38,0.03798708,0.575792063,0,0,3.392772356,11.09609301,DHFR;H19;ZBTB16;DNMT3B,MGI_Mammalian_Phenotype_Level_4_2179,DOWN
MP:0005595 abnormal vascular smooth muscle physiology,Apr-38,0.03798708,0.575792063,0,0,3.392772356,11.09609301,CX3CR1;SLC4A7;KCNK6;AGER,MGI_Mammalian_Phenotype_Level_4_2180,DOWN
MP:0005318 decreased triglyceride level,Apr-38,0.03798708,0.575792063,0,0,3.392772356,11.09609301,FABP3;THRSP;CD36;LPIN1,MGI_Mammalian_Phenotype_Level_4_2181,DOWN
MP:0003799 impaired macrophage chemotaxis,Apr-38,0.03798708,0.575792063,0,0,3.392772356,11.09609301,CX3CR1;NINJ1;SPP1;CCR5,MGI_Mammalian_Phenotype_Level_4_2182,DOWN
MP:0008097 increased plasma cell number,Apr-38,0.03798708,0.575792063,0,0,3.392772356,11.09609301,IL10;PTPRC;CTTNBP2;EFHD2,MGI_Mammalian_Phenotype_Level_4_2183,DOWN
MP:0001262 decreased body weight,62/1471,0.03894771,0.586796502,0,0,1.290413858,4.188083775,TENM4;FLT3;CETN2;OTUD7A;KIF14;IRS2;LIPA;ACTB;FAM107B;ACTG1;PCMT1;ATP7B;TNFSF11;CD36;TNS3;TSHB;IL10;HELLS;STARD4;PEG3;SAFB;ASPM;ANO1;MAP1B;PAPPA;SCNN1B;DOK7;FAM20C;PLIN2;TKT;PTMA;FTO;PCNA;CHIA1;TOMT;KCNA3;NRXN2;PRCP;ADRB2;MEFV;AGER;RASD2;NLRP3;SLC25A21;ATG7;TRAP1;LAMB3;IRX3;IGF2;LIF;ATP2B2;H19;SLC6A6;MEX3B;TTLL4;CDK6;THEMIS2;CENPJ;CAMK4;BCL2;MDM2;LPIN1,MGI_Mammalian_Phenotype_Level_4_2184,DOWN
MP:0005166 decreased susceptibility to injury,Jun-75,0.04043418,0.602791929,0,0,2.510657715,8.054390505,CD300A;LIF;HC;CCR5;NOL3;KCNN4,MGI_Mammalian_Phenotype_Level_4_2185,DOWN
MP:0008702 increased interleukin-5 secretion,Mar-23,0.04073244,0.602791929,0,0,4.322462687,13.8350378,HCK;RGS16;MEFV,MGI_Mammalian_Phenotype_Level_4_2186,DOWN
MP:0005617 increased susceptibility to type IV hypersensitivity reaction,Mar-23,0.04073244,0.602791929,0,0,4.322462687,13.8350378,IL10;NLRP3;CCR5,MGI_Mammalian_Phenotype_Level_4_2187,DOWN
MP:0000133 abnormal long bone metaphysis morphology,Apr-39,0.04124264,0.603203687,0,0,3.295665172,10.50751233,PTPRC;SPP1;TNFSF11;HCST,MGI_Mammalian_Phenotype_Level_4_2188,DOWN
MP:0008658 decreased interleukin-1 beta secretion,Apr-39,0.04124264,0.603203687,0,0,3.295665172,10.50751233,NAIP5;LY96;NLRP3;CCR5,MGI_Mammalian_Phenotype_Level_4_2189,DOWN
MP:0000958 peripheral nervous system degeneration,02-Oct,0.04253521,0.604435047,0,0,7.197839046,22.72662255,LPIN1;NDRG1,MGI_Mammalian_Phenotype_Level_4_2190,DOWN
MP:0010940 abnormal maxillary prominence morphology,02-Oct,0.04253521,0.604435047,0,0,7.197839046,22.72662255,HHAT;TCOF1,MGI_Mammalian_Phenotype_Level_4_2191,DOWN
MP:0009757 impaired behavioral response to morphine,02-Oct,0.04253521,0.604435047,0,0,7.197839046,22.72662255,OPRM1;TACR1,MGI_Mammalian_Phenotype_Level_4_2192,DOWN
MP:0014105 abnormal chondrocyte differentiation,02-Oct,0.04253521,0.604435047,0,0,7.197839046,22.72662255,TNFSF11;FOSL2,MGI_Mammalian_Phenotype_Level_4_2193,DOWN
"MP:0000727 absent CD8-positive, alpha-beta T cells",02-Oct,0.04253521,0.604435047,0,0,7.197839046,22.72662255,CD8A;B2M,MGI_Mammalian_Phenotype_Level_4_2194,DOWN
MP:0003009 abnormal cytokine secretion,10/160,0.04435214,0.617408609,0,0,1.928305681,6.007818394,IL10;LGALS1;PTPRC;PSTPIP2;PECAM1;NLRP3;MEFV;CCR5;AGER;H2-AB1,MGI_Mammalian_Phenotype_Level_4_2195,DOWN
MP:0001780 decreased brown adipose tissue amount,Apr-40,0.04465128,0.617408609,0,0,3.203952832,9.96068007,FABP3;CD36;PDS5A;LIPA,MGI_Mammalian_Phenotype_Level_4_2196,DOWN
MP:0001845 abnormal inflammatory response,Jun-77,0.04505531,0.617408609,0,0,2.439681568,7.56268226,IL10;HCK;PSTPIP2;SPP1;SGK3;ITGAL,MGI_Mammalian_Phenotype_Level_4_2197,DOWN
MP:0008498 decreased IgG3 level,Jun-77,0.04505531,0.617408609,0,0,2.439681568,7.56268226,CD83;CD180;LY86;NFATC1;FLI1;CD22,MGI_Mammalian_Phenotype_Level_4_2198,DOWN
MP:0001613 abnormal vasodilation,Mar-24,0.0454231,0.617408609,0,0,4.11641791,12.72687084,P2RX4;PECAM1;SPP1,MGI_Mammalian_Phenotype_Level_4_2199,DOWN
MP:0001208 blistering,Mar-24,0.0454231,0.617408609,0,0,4.11641791,12.72687084,LAMB3;PDGFC;PLOD3,MGI_Mammalian_Phenotype_Level_4_2200,DOWN
MP:0002335 decreased airway responsiveness,Mar-24,0.0454231,0.617408609,0,0,4.11641791,12.72687084,IL10;CALCA;P2RY14,MGI_Mammalian_Phenotype_Level_4_2201,DOWN
MP:0001545 abnormal hematopoietic system physiology,Mar-24,0.0454231,0.617408609,0,0,4.11641791,12.72687084,MDM2;SPP1;KCNN4,MGI_Mammalian_Phenotype_Level_4_2202,DOWN
MP:0005466 abnormal T-helper 2 physiology,May-59,0.04801804,0.622162559,0,0,2.67146263,8.111037534,RGS16;CCRL2;CHIL1;NFATC1;PIRB,MGI_Mammalian_Phenotype_Level_4_2203,DOWN
MP:0005627 increased circulating potassium level,May-59,0.04801804,0.622162559,0,0,2.67146263,8.111037534,SCNN1G;CLN3;THEMIS2;SCNN1B;WNK4,MGI_Mammalian_Phenotype_Level_4_2204,DOWN
MP:0008082 increased single-positive T cell number,Apr-41,0.0482128,0.622162559,0,0,3.117197915,9.451751895,LAG3;CLEC4A2;CDK6;PTPRC,MGI_Mammalian_Phenotype_Level_4_2205,DOWN
MP:0008720 impaired neutrophil chemotaxis,Apr-41,0.0482128,0.622162559,0,0,3.117197915,9.451751895,CSF3R;PDE4B;RAC2;PIK3R5,MGI_Mammalian_Phenotype_Level_4_2206,DOWN
MP:0002118 abnormal lipid homeostasis,9/141,0.049001,0.622162559,0,0,1.971009036,5.944394783,APOBEC1;SCARB1;ACADVL;FABP3;C1QTNF1;IRS2;THRSP;CD36;LPIN1,MGI_Mammalian_Phenotype_Level_4_2207,DOWN
mammary gland  lact,22/104,4.04E-12,3.83E-10,0,0,7.931325166,208.0831288,OLAH;OXTR;PANK3;BTN1A1;RGS16;GLYCAM1;IRX3;CITED4;TRF;CSN1S2A;CSN3;CSN2;ANO1;FABP3;LAO1;SLCO2B1;ELF5;THRSP;MUC15;CSN1S1;LALBA;SLC28A3,Mouse_Gene_Atlas,DOWN
macrophage peri LPS thio 0hrs,23/353,0.0020503,0.097389212,0,0,2.036974359,12.60840185,CERKL;GALNT6;CD84;SRXN1;CD300A;FBLIM1;PRCP;ARID3A;LIPA;SLC6A6;P2RX4;RILPL2;NINJ1;AI413582;FAM20C;PLEKHO1;PLIN2;5830416I19RIK;ATG7;FNIP2;CNNM3;LRP12;TLR13,Mouse_Gene_Atlas,DOWN
dendritic cells myeloid CD8a-,13/188,0.01132553,0.358641797,0,0,2.155636364,9.65875074,KCNK6;FLT3;MTHFS;PRCP;MEFV;H2-AA;RAB43;RGS2;AEBP2;LPCAT2;TNS3;D730045A05RIK;DNASE1L3,Mouse_Gene_Atlas,DOWN
dendritic cells lymphoid CD8a+,10/142,0.02192142,0.438448057,0,0,2.193313223,8.379095271,CD86;RAB43;KCNK6;FLT3;MTHFS;PRCP;DNASE1L3;H2-AA;FNDC7;LZTFL1,Mouse_Gene_Atlas,DOWN
macrophage bone marrow 6hr LPS,35/730,0.02307621,0.438448057,0,0,1.470693038,5.542972805,CSF3R;PHF23;EBI3;LY96;1700003D09RIK;GGTA1;PIK3R5;CCL9;PSTPIP2;RASSF4;TBC1D13;SLC15A3;CCR5;HERC6;ZFP513;IL10;SLC13A3;MARCKSL1;RPH3AL;PILRA;SAFB;SNX20;MED29;LZTFL1;FOSL2;ARMC1;HCK;FCGR3;CAMK4;LPCAT2;HCLS1;LCP2;SGK3;LCP1;MOCS1,Mouse_Gene_Atlas,DOWN
Patellofemoral pain syndrome,03-Aug,0.00187149,0.492599697,0,0,17.30328358,108.6823124,ZC3H12D;KCNK6;LY96,Jensen_Diseases,DOWN
Chondroma,03-Sep,0.00273729,0.492599697,0,0,14.41865672,85.08141041,PDGFRA;LHFP;PTH1R,Jensen_Diseases,DOWN
Pyoderma gangrenosum,03-Sep,0.00273729,0.492599697,0,0,14.41865672,85.08141041,MVK;NLRP3;MEFV,Jensen_Diseases,DOWN
Muckle-Wells syndrome,03-Oct,0.00381316,0.492599697,0,0,12.35820896,68.82652283,MVK;NLRP3;MEFV,Jensen_Diseases,DOWN
Root resorption,Apr-20,0.00400488,0.492599697,0,0,7.216367713,39.83610165,CALCA;TNFSF11;PTH1R;SRL,Jensen_Diseases,DOWN
Familial Mediterranean fever,03-Nov,0.00511293,0.493028847,0,0,10.81287313,57.04852782,MVK;NLRP3;MEFV,Jensen_Diseases,DOWN
Pneumocystosis,03-Dec,0.00664829,0.493028847,0,0,9.610945274,48.18347054,DHFR;CD8A;ACTG1,Jensen_Diseases,DOWN
Cherubism,Mar-13,0.00842896,0.493028847,0,0,8.649402985,41.31025321,PSTPIP2;TNFSF11;NFATC1,Jensen_Diseases,DOWN
Arthritis,13/186,0.01041832,0.493028847,0,0,2.180784726,9.953515402,CD86;IL10;CALCA;LIF;NFATC1;MEFV;ITGAL;PTPRC;CD8A;SPP1;TNFSF11;NLRP3;B2M,Jensen_Diseases,DOWN
Multiple endocrine neoplasia type 2B,Mar-14,0.01046285,0.493028847,0,0,7.862686567,35.85325393,CALCA;EDNRB;MEN1,Jensen_Diseases,DOWN
Acrodysostosis,02-May,0.01056698,0.493028847,0,0,19.19920517,87.35679913,PDE4B;PTH1R,Jensen_Diseases,DOWN
Retinitis,02-May,0.01056698,0.493028847,0,0,19.19920517,87.35679913,CD8A;ACTG1,Jensen_Diseases,DOWN
Food allergy,02-May,0.01056698,0.493028847,0,0,19.19920517,87.35679913,CSN1S1;CSN2,Jensen_Diseases,DOWN
Synovitis,Apr-27,0.01204907,0.493028847,0,0,5.018262169,22.1745341,PSTPIP2;CD8A;TNFSF11;MEFV,Jensen_Diseases,DOWN
Lupus erythematosus,Jul-77,0.014899,0.493028847,0,0,2.891441441,12.16273706,DUSP5;CAMK4;LCN2;EMB;ITGAL;DNASE1L3;SNRPA,Jensen_Diseases,DOWN
Chronic lymphocytic leukemia,Mar-16,0.01531361,0.493028847,0,0,6.652353617,27.80027297,FCRL5;HCLS1;DUSP8,Jensen_Diseases,DOWN
Mouth disease,02-Jun,0.01549895,0.493028847,0,0,14.39865872,59.99897034,CD8A;SPP1,Jensen_Diseases,DOWN
Osteosclerosis,02-Jun,0.01549895,0.493028847,0,0,14.39865872,59.99897034,CALCA;FAM20C,Jensen_Diseases,DOWN
Pharyngitis,Mar-17,0.0181384,0.493028847,0,0,6.176865672,24.76752517,MVK;NLRP3;MEFV,Jensen_Diseases,DOWN
Hypercalcemia,Apr-31,0.0194431,0.493028847,0,0,4.273930133,16.84040952,CALCA;TNFSF11;PTH1R;MEN1,Jensen_Diseases,DOWN
Autoimmune polyendocrine syndrome type 1,02-Jul,0.02121869,0.493028847,0,0,11.51833085,44.37866246,TSGA10;PFKL,Jensen_Diseases,DOWN
Borna disease,02-Jul,0.02121869,0.493028847,0,0,11.51833085,44.37866246,CD8A;ALDOC,Jensen_Diseases,DOWN
Caroli disease,02-Jul,0.02121869,0.493028847,0,0,11.51833085,44.37866246,AGER;GLIS2,Jensen_Diseases,DOWN
3p- syndrome,Mar-18,0.0212325,0.493028847,0,0,5.764776119,22.2071995,SLC6A6;OXTR;ATP2B2,Jensen_Diseases,DOWN
Lipoma,Mar-18,0.0212325,0.493028847,0,0,5.764776119,22.2071995,LHFP;MDM2;MEN1,Jensen_Diseases,DOWN
Lymphatic system disease,Mar-18,0.0212325,0.493028847,0,0,5.764776119,22.2071995,PTPRC;CD8A;B2M,Jensen_Diseases,DOWN
Peritonitis,Apr-32,0.02164517,0.493028847,0,0,4.121076233,15.79597391,IL10;NLRP3;MEFV;B2M,Jensen_Diseases,DOWN
Arthropathy,Apr-33,0.02399363,0.521618394,0,0,3.978763981,14.84065756,ATAT1;NLRP3;TNFSF11;B2M,Jensen_Diseases,DOWN
